frase,intencao
"Você conhece algum filme que foi inspirado em uma lenda ou mito?","nenhuma"
"Qual é o filme mais impressionante que você já viu?","nenhuma"
"Me fale sobre os melhores filmes de suspense psicológico.","nenhuma"
"Você já assistiu algum filme que tenha mudado sua perspectiva sobre o mundo?","nenhuma"
"Me fale sobre os filmes que ganharam mais prêmios no último ano.","nenhuma"
"Qual é o filme mais esperado para este ano?","nenhuma"
"Me fale sobre os filmes que abordam temas filosóficos.","nenhuma"
"Qual é o filme mais emocionante que você já assistiu?","nenhuma"
"Me fale sobre o impacto dos filmes de ação na indústria cinematográfica.","nenhuma"
"Você já assistiu algum filme que tenha uma narrativa não linear?","nenhuma"
"Me fale sobre os filmes que tratam de questões políticas e sociais.","nenhuma"
"Você já assistiu algum filme que te fez ver o mundo de uma maneira diferente?","nenhuma"
"Me fale sobre a importância dos filmes no desenvolvimento de novas tecnologias.","nenhuma"
"Qual é o filme mais surpreendente que você já assistiu?","nenhuma"
"Me fale sobre os filmes que influenciaram a moda na década de 80.","nenhuma"
"Você já viu algum filme que tem um final inesperado?","nenhuma"
"Me fale sobre os filmes que exploram a complexidade humana.","nenhuma"
"jnefonasfn",nenhuma
"knfk",nenhuma
"nfjlpij",nenhuma
"odofonob",nenhuma
"knsdgp[n",nenhuma
